title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Disk Description,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Optical Drive Type,tech_Rear Webcam Resolution,tech_Power Source,tech_Operating System,tech_Average Battery Standby Life (in hours),tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Hard Drive Interface,tech_Hard Disk Rotational Speed,tech_Hardware Platform,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Wattage,tech_Lithium Battery Weight,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_OS,tech_RAM,tech_Wireless communication technologies,tech_Connectivity technologies,tech_GPS,tech_Special features,tech_Display technology,tech_Other display features,tech_Other camera features,tech_Form factor,tech_Battery Power Rating,tech_Whats in the box,tech_Item part number,tech_Number of Ethernet Ports,tech_Notebook Display Technology,tech_Number of Microphone Ports
(Refurbished) Lenovo Thinkpad 13.3 Inch Intel Core i5 8th Gen/ 8GB RAM/ 512GB SSD/ Windows 10 Pro/WiFi/BT/Webcam/Intel HD Graphics,"17,950",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-Windows-Graphics/dp/B0DQQ2YB8P/ref=sr_1_874?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-874&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Lenovo,Lenovo,Lenovo,,Clamshell,,,13 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i5,1.6 GHz,1,,DDR4,DDR4 SDRAM,32 GB,,512 GB,SSD,"Internal, Bluetooth",,,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",802.11a/b/g/n/ac,,,1,,,,,Windows,,,Yes,33 Watt Hours,3,"Laptop, Power Cord, Battery, Power Adaptor",,2 kg 600 g,B0DQQ2YB8P,"5.0
1 rating
5.0 out of 5 stars","#46,448 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,359 in Traditional Laptops",17-Dec-24,,,,1.00 count,,54.7 x 29.9 x 8.4 cm; 2.6 kg,Serial ATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA ® GeForce RTX ¢ 4050) PHN16-71, (16"") WUXGA Display","1,10,490",https://www.amazon.in/Acer-Predator-Processor-Windows-PHN16-71/dp/B0C3HTXBWP/ref=sr_1_865?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-865&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Acer,acer,Predator Helios 16,Black,Laptop,56.4 Centimeters,8.6 Centimeters,16 Inches,1920 x 1200 pixel,1900 x 1200 Pixels,56.4 x 8.6 x 56.4 cm; 2.6 kg,1 Lithium Ion batteries required. (included),Predator Helios 16,Intel,Core i7,,1,16 GB,DDR5,,32 GB,,1 TB,SSD,"Headphones, Speakers",,NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,Integrated,Wi-Fi,,,,,230 Volts,,,Battery Powered,Windows 11 Home,,6 Hours,Yes,90 Watt Hours,4,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",China,2 kg 600 g,B0C3HTXBWP,"4.2
167 ratings
4.2 out of 5 stars","#36,435 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,044 in Traditional Laptops",25-Apr-23,"Quanta, Tech-Front (Chongqing) Computer Co.,Ltd (Quanta Chongqing), 18#,Zongbao Road, Shapingba District, Chongqing, China","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",56.4 x 8.6 x 56.4 Centimeters,1 Count,laptop,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Laptop V14 G2-ITL Intel Core i5-1135G7/ 11th Gen/ 8GB RAM/ 256 SSD/Windows 11/Ms-Office/ Intel UHD Graphics/ 14.1 Inch/ 1 Year Warranty, Iron Grey,1.5kg","36,990",https://www.amazon.in/Lenovo-i5-1135G7-Ms-Office-Graphics-Warranty/dp/B0B2K4YTDV/ref=sr_1_866?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-866&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Lenovo,intel,,grey,Laptop,,,14 Inches,1920 x 1080 pixel,,,,,,Intel Core i5-1135G7,,,8 GB,DDR4,,,3200 MHz,512 GB,Solid State Hard Drive,"Headphones, Speakers",,,,Integrated,,,,"Bluetooth, Wi-Fi",,,,,,,,Battery Powered,Windows,,,,,,,China,1 kg 500 g,B0B2K4YTDV,"5.0
2 ratings
5.0 out of 5 stars","#41,009 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,177 in Traditional Laptops",20-Nov-22,,,,1.00 Set,laptop,37.91 x 24 x 5 cm; 1.5 kg,,5400 RPM,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82KA009RIX,,,
"Lenovo V14 Gen 2 Laptop Intel Core i5-1135G7 11TH GEN/ 35.6cms (14"" inch)/ Integrated Intel UHD Graphics/ 8GB/ 512GB SSD/Windows 11/ Iron Grey/ 1.46kg/ 1 Year Onsite Warranty","37,030",https://www.amazon.in/Lenovo-i5-1135G7-Integrated-Graphics-Warranty/dp/B088ZQZ4JP/ref=sr_1_867?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-867&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Lenovo,intel,V14 Gen 2,Gray,laptop,19.9 Millimeters,32.7 Centimeters,14 Inches,1920 x 1080 pixels,1920x1080 (full hd) Pixels,24.1 x 32.71 x 1.99 cm; 2.1 kg,1 Lithium Ion batteries required. (included),82C40019IX,Intel,Intel Core i5-1135G7,4.1 GHz,4,8 GB,LPDDR4,DDR4 SDRAM,16 GB,2666 MHz,512 GB,SSD,"Headphones, Speakers",,Intel GMA 3150,Intel,Integrated,DDR4 SDRAM,8 GB,Integrated,Wi-Fi,802.11ac,1,1,,230 Volts,,,Battery Powered,Windows 11,,5 Hours,Yes,35 Watt Hours,2,"Adaptor, Laptop, Manual",China,2 kg 100 g,B088ZQZ4JP,"4.0
18 ratings
4.0 out of 5 stars","#46,568 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,364 in Traditional Laptops",16-Dec-22,,,24.1 x 32.7 x 2 Centimeters,1.00 Set,laptop,,,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN","64,990",https://www.amazon.in/Samsung-Windows-Keyboard-Fingerprint-NP750XED-KC2IN/dp/B09Z1ZG7Y3/ref=sr_1_868?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-868&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Samsung,Samsung,Galaxy Book2,Silver,Laptop,15 Millimeters,35.7 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 X 1080 (FHD) Pixels,22.9 x 35.7 x 1.5 cm; 1.55 kg,1 Lithium Ion batteries required. (included),NP750XED-KC2IN,Intel,Core i7,4.4 GHz,1,16 GB,LPDDR4X,DDR4 SDRAM,,,512 GB,SSD,"Headphones, Speakers","Dolby Atmos, Stereo Speaker",Intel Iris Xe Graphics,Intel,Integrated,,16 GB,Integrated,"Bluetooth, Wi-Fi","802.11a/b/g/n/ac, Bluetooth",,,1,,,,Battery Powered,Windows 11 Home,,,Yes,54 Watt Hours,4,"Set, TA & C to C cable, Quick start guide",,1 kg 550 g,B09Z1ZG7Y3,"3.7
85 ratings
3.7 out of 5 stars","#41,332 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,190 in Traditional Laptops",28-Apr-22,"Nanchang Huaqin Electronic Technology Co.,Ltd No. 2999, Tianxiang Avenue,Hi tech Development Zone, Nanchang City, Jiangxi Province, P.R. China","Samsung India Electronics Pvt ltd, 6th Floor , DLF Centre, Sansad Marg, New Delhi - 110001 . Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864",22.9 x 35.7 x 1.5 Centimeters,1 Count,Notebook,,USB 3.2,,,1 MP,,,,,,65 Watts,220 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo Thinkpad X390 (Core i5 8th Gen/ 8GB Ram/ 256GB SSD/ WebCam/ 13.3 "" Non Touch)","19,998",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-X390-WebCam/dp/B0D54CSGHB/ref=sr_1_869?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-869&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Lenovo,Lenovo,Thinkpad X390,,,,,13.3 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),Lenovo Thinkpad X390,Intel,Intel Core i5,3.9 GHz,1,,DDR4,,8 GB,,256 GB,SSD,,,,Intel,Integrated,GDDR5,,Integrated,Wi-Fi,,1,1,,,,,,Windows,,,Yes,5000 Milliamp Hours (mAh),4,"Laptop, Power Cord, Battery",India,2 kg 200 g,B0D54CSGHB,"3.0
1 rating
3.0 out of 5 stars","#41,197 in Computers & Accessories (See Top 100 in Computers & Accessories)
#91 in Refurbished Deals
#1,184 in Traditional Laptops",24-May-24,Renewed Seller,,,1.00 count,Laptop,50.6 x 33 x 7.7 cm; 2.2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK523WS","37,990",https://www.amazon.in/ASUS-Vivobook-14-inch-Windows-E1404FA-NK523WS/dp/B0D14VJNB9/ref=sr_1_870?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-870&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,ASUS,ASUS,Vivobook Go 14 (2023),Green Grey,Ultra-Portable,,,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),E1404FA-NK523WS,AMD,Ryzen 5,4.3 GHz,4,8,DDR5,SDRAM,16 GB,5500 MHz,512 GB,SSD,"Headphones, Speakers","SonicMaster, Built-in speaker, Built-in array microphone",AMD Radeon™ Graphics,AMD,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",1,2,,19 Volts,No Optical Drive,,,Windows 11 Home,,6 Hours,Yes,42 Watt Hours,3,"Laptop, User Manual, 45W AC Adapter",,1 kg 380 g,B0D14VJNB9,,"#41,594 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,200 in Traditional Laptops",03-Feb-23,"DIGITEK (CHONGQING) LIMITED B01 SEC C AIRPORT FUNCTION ZONE LIANGLU CUNTAN FREE TRADE PORT AREA, YUBEI DISTRICT CHONGQING CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (west), Mumbai 400053, India",,1 Count,Laptop,44.5 x 29 x 6.5 cm; 1.38 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell 14 Laptop, Intel Core 12Th Generation I3-1215U/ 8Gb/ 512Gb Ssd/ 14.0""(35.56Cm) Fhd With /Windows 11 + Mso'21/15 Month Mcafee/Dark Silver/Spill-Resistant Keyboard/ 1.48Kg","30,166",https://www.amazon.in/Refurbished-Dell-Generation-i3-1215U-Spill-Resistant/dp/B0CKMSRGW3/ref=sr_1_871?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-871&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Dell,Dell India Pvt Ltd,Vostro 3420,Dark Silver,laptop,19 Millimeters,32.3 Centimeters,14 Inches,1920*1080,,22 x 32.3 x 1.9 cm; 1.48 kg,,Vostro 14-cr,Intel,Core i3 Family,0.9 GHz,1,8 GB,DDR4,,16 GB,2666 MHz,512 GB,SSD,,,INTEGRATED,Intel,Integrated,Shared,2 GB,,"Bluetooth, Wi-Fi",,1,,,,,,Battery Powered,Windows 11 Home,10 Hours,,Yes,2.6 Watt Hours,3,"Laptop, Battery, AC Adapter, User Guide, Manuals",,1 kg 480 g,B0CKMSRGW3,"3.2
2 ratings
3.2 out of 5 stars","#39,472 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,129 in Traditional Laptops",07-Oct-23,,,22 x 32.3 x 1.9 Centimeters,1 Count,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion 15 12Th Gen Intel Core I5 8Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Windows 11 Home/Ms Office 2021/Fast Charge/1.75Kg, 15-Eg2009Tu, Silver","59,490",https://www.amazon.in/Pavilion-Micro-Edge-Display-Graphics-15-Eg2009Tu/dp/B09WDHWMQY/ref=sr_1_872?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-872&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,HP,HP,15-EG2009TU,Silver,Laptop,18 Millimeters,23.4 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,36 x 23.4 x 1.8 cm; 2.62 kg,1 Lithium Ion batteries required. (included),15-EG2009TU,Intel,Core i5,4.4 GHz,1,8 GB,DDR4,SDRAM,16 GB,3200 MHz,512 GB,SSD,"Headphones, Speakers",Audio by B&O; Dual speakers,Intel Iris Xe Graphics,Intel,Integrated,Shared,4 GB,Integrated,"Bluetooth, Wi-Fi",Bluetooth,,2,1,5 Volts,,,Battery Powered,Windows 11 Home,,10.15 Hours,Yes,41 Watt Hours,3,"HP Laptop,AC power adapter, user manuals",,2 kg 620 g,B09WDHWMQY,"4.0
184 ratings
4.0 out of 5 stars","#38,870 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,116 in Traditional Laptops",24-Mar-22,HP India Sales Pvt Ltd,HP India Sales Pvt Ltd,36 x 23.4 x 1.8 Centimeters,1 Pack,Laptop,,USB,,,,,,,,,41 Watt Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP EliteBook 820 G3 12.5 Inch Display,Intel core i5-6th Gen, 8gb Ram, 256gb Ssd,Windows 10 Pro, MS Office 2019,Silver","15,199",https://www.amazon.in/Refurbished-HP-EliteBook-820-G3/dp/B0CV134NKM/ref=sr_1_873?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-873&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,HP,,,silver,Laptop,,,,1366x768,1920 x 1080,,,EliteBook 820 G3,Intel,,,8,,ddr4ddr3l,,,,,,Headphones,,,Intel,,,,,Wi-Fi,,,,,,,,,,,,,,,,,2 kg 270 g,B0CV134NKM,"2.9
14 ratings
2.9 out of 5 stars","#41,862 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,207 in Traditional Laptops",05-Feb-24,,,,1.00 count,,50.2 x 29.4 x 8.4 cm; 2.27 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
