title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Number of Lithium Metal Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Net Quantity,info_Generic Name,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Hard Drive Size,tech_Optical Drive Type,info_Customer Reviews,info_Item Dimensions LxWxH,tech_RAM Size,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Average Battery Life (in hours),tech_Front Webcam Resolution,tech_Power Source,tech_Number of USB 2.0 Ports,tech_Number of HDMI Ports,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Platform,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Wattage,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Hard Disk Rotational Speed,tech_Average Battery Standby Life (in hours),tech_Rear Webcam Resolution,tech_Number of Audio-out Ports,tech_Processor Socket
"(Refurbished) Acer Chromebook Intel Celeron N4500 Processor (Chrome OS/8 GB RAM/128 GB eMMC/WiFi 6) CB315-4H with 39.6 cm (15.6"") Full HD LED Backlit TFT LCD, Silver, 1.6 KG","15,540",https://www.amazon.in/Refurbished-Acer-Chromebook-Processor-CB315-4H/dp/B0DJYTDCY8/ref=sr_1_391?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-391&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Acer,Acer,CB315-4H,Silver,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,50.5 x 32.2 x 7.3 cm; 1.6 kg,,CB315-4H-cr,Intel,Celeron,1.1 GHz,1,LPDDR4X,8 GB,Emmc,,,Intel,Integrated,SDRAM,,Bluetooth,Chrome OS,Yes,,,3,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 600 g,B0DJYTDCY8,"#23,467 in Computers & Accessories (See Top 100 in Computers & Accessories)
#81 in Renewed Store.
#654 in Traditional Laptops",12-Oct-24,,,1 Count,Chromebook,,,,,,"5.0
1 rating
5.0 out of 5 stars",,,SDRAM,,,Intel UHD Graphics,,,,240 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo ThinkPad T495 AMD Ryzen 7 Pro Thin & Light HD Touchscreen Laptop (16 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/AMD Radeon Graphics),"23,999",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0DJBSR5KX/ref=sr_1_392?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-392&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Lenovo ThinkPad,,,14 Inches,,1366 x 768 Pixels,45 x 35 x 15 cm; 3 kg,1 Lithium Ion batteries required. (included),,AMD,Ryzen 7 3700U,2.3 GHz,1,DDR4,16 GB,SSD,,,AMD,Integrated,Shared,,,Windows,Yes,55 Watt Hours,,3,,"Laptop, Power Cord, Battery",,3 kg,B0DJBSR5KX,"#19,173 in Computers & Accessories (See Top 100 in Computers & Accessories)
#62 in Renewed Store.
#555 in Traditional Laptops",01-Oct-24,,,1.00 count,,,,,,,"3.7
7 ratings
3.7 out of 5 stars",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black","14,999",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4CM7JG/ref=sr_1_393?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-393&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Lenovo ThinkPad,Black,Laptop,14 Inches,1366 x 768,1366 x 768 Pixels,48.1 x 31.1 x 6.4 cm; 1.7 kg,1 Lithium Ion batteries required. (included),,Intel,Core i5 5300U,1.8,1,DDR3,16 GB,SSD,,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Windows,Yes,55 Watt Hours,,3,,"Laptop, Power Cord, Battery",India,1 kg 700 g,B0CR4CM7JG,"#7,546 in Computers & Accessories (See Top 100 in Computers & Accessories)
#14 in Renewed - Regional New Year
#15 in Top Rated Renewed Products
#255 in Traditional Laptops",28-Dec-23,,,1.00 count,,,,,,,"3.7
70 ratings
3.7 out of 5 stars",,16,,,,,,,,20 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 250R G9/G8 Laptop (13th Gen Intel Core i3-1315U/8GB DDR4 Ram / 512GB SSD/Windows 11/39.62 cm (15.6 inch) HD/Intel UHD Graphics) Dark Ash Grey,"31,990",https://www.amazon.in/HP-i3-1115G4-Windows-Graphics-42V68PA/dp/B096G1V3RC/ref=sr_1_394?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-394&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,hp,250 G9R/G8,Black,Laptop,15.6 Inches,1366 x 768,1366 X 768 (HD) Pixels,,1 Lithium Ion batteries required. (included),HP 250R G9/G8,Intel,Core i3,3 GHz,2,DDR4,8 GB,SSD,Solid State,Speakers,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,Windows 10,Yes,41 Watt Hours,0.85 Grams,3,,Speakers,,2 kg 100 g,B096G1V3RC,"#19,408 in Computers & Accessories (See Top 100 in Computers & Accessories)
#564 in Traditional Laptops",02-Jun-21,"HP India Sales Pvt. Ltd, 24 Salarpuria Arena","HP India Sales Pvt. Ltd, 24 Salarpuria Arena",1 Count,Laptop,50.8 Centimeters,31 Centimeters,7 x 31 x 50.8 cm; 2.1 kg,512 GB,No Optical Drive,"4.1
353 ratings
4.1 out of 5 stars",7 x 31 x 50.8 Centimeters,8 GB,,,Built-in Stereo speakers,Intel UHD Graphics,8 GB,,2,42 Volts,5 Hours,720 Pixels,Battery Powered,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400 RPM,5 Hours,,,65W EM External AC power adapter
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","28,399",https://www.amazon.in/HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_395?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-395&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,245 G9,Silver,Notebook,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,32.4 x 22.5 x 1.9 cm; 1.5 kg,,245 G9,AMD,Ryzen 3 3250U,2.6 GHz,2,DDR4,16 GB,SSD,Solid State,"Headphones, Speakers",AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Pro,,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DJCZB7QS,"#22,076 in Computers & Accessories (See Top 100 in Computers & Accessories)
#627 in Traditional Laptops",02-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,1 Count,BUSINESS LAPTOP,,,,512 GB,,"2.0
2 ratings
2.0 out of 5 stars",,,DDR4 SDRAM,3.5 GHz,Built in Dual Speakers,AMD Radeon Graphics,,,1,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200 RPM,,,,
"HP Pavilion 15, 12th Gen Intel Core i5-1240P, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.74 kg), eg2091TU","69,900",https://www.amazon.in/HP-Pavilion-i5-1240P-Graphics-15-eg2091TU/dp/B0BSL766TD/ref=sr_1_396?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-396&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,15-eg2091TU,Natural Silver,Netbook,39.6 Centimetres,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),15-eg2091TU,Intel,Core i5,4.4 GHz,1,DDR4,16 GB,SSD,,"Headphones, Speakers",Intel,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,41 Watt Hours,,3,,"Laptop, Power Adapter, User Manual",China,1 kg 750 g,B0BSL766TD,"#36,355 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,040 in Traditional Laptops",18-Jan-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,Laptop,18 Millimeters,23.4 Centimeters,36 x 23.4 x 1.8 cm; 1.75 kg,512 GB,,"4.3
48 ratings
4.3 out of 5 stars",36 x 23.4 x 1.8 Centimeters,16 GB,,,"Audio by B&O, Dual speakers",Intel Iris Xe Graphics,16 GB,,2,37.2 Volts,30 Minutes,720 Pixels,,,1,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN","75,490",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-100-sRGB-83DC007LIN/dp/B0DFQ31CD4/ref=sr_1_397?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-397&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,IdeaPad Slim 5,Cloud Grey,Ultra-Portable,16 Inches,1920 x 1200 pixel,1920 x 1200 Pixels,51 x 36.2 x 7.9 cm; 1.82 kg,1 Lithium Polymer batteries required. (included),16IMH9,Intel,Core i5,4.5 GHz,14,Lpddr5x,16 GB,SSD,PCIE x 4,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,57 Watt Hours,,3,,"User Guide, Laptop, Power Adapter",China,1 kg 820 g,B0DFQ31CD4,"#21,720 in Computers & Accessories (See Top 100 in Computers & Accessories)
#624 in Traditional Laptops",30-Aug-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",1 Piece,Laptop,,,,512 GB,No Optical Drive,"3.2
9 ratings
3.2 out of 5 stars",,16,DDR5 RAM,,"Stereo speakers, 2W x2, optimized with Dolby Audio",Integrated Intel Arc Graphics,,,4,,7 Hours,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire 3 AMD Ryzen 7-7730U Processor Laptop with 39.62 cm (15.6"") Full HD LED IPS Display (16 GB RAM/1 TB SSD/WiFi 6/AMD Graphics/Win11 Home/55Wh) A325-42, Backlit Keyboard, Pure Silver, 1.79KG","44,990",https://www.amazon.in/Acer-Processor-Graphics-A325-42-Keyboard/dp/B0DMF9ZVBV/ref=sr_1_398?dib=eyJ2IjoiMSJ9.mIsn6pNlsIfsQFGUCgbXY3ZV0d32RsU8JJ9BZxL9ktLiC9oyzJhIe8WTpEmD-uwoHGzXgSQzfOrLn4DDZQzF4pREC1Z72qIrUVXFMOhY27Ro2Q-ouh3-gJWwIg7TwGGPPT2NRK8z9k_LHVJZB4rPFGy7Sp4L0neZXjZ_1cxnS08Bzy32DjxCtdl4fHABKM4fzw8NFwFvRtYccnG3vyhpxQ0-AI-KXTo_mIPLwkI59TJ4-PF-1FLb-hzuNLmV6CCIVJsv6I6eGWIhXOFfQNRAzDgyI3WfdJgptgA0YWRs3nvzX7O_lfGOl7pY4L-dzRZkaK2cwdMn3mziFaRhoTLf-36uMhRJZAwv2uUqUH5lkjY.U9RvoWvFDJLvrSWm19T78pPvEMB92fAFXXLjgNlDHIU&dib_tag=se&qid=1737564448&s=computers&sr=1-398&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Acer,Acer,Aspire 3,Silver,Laptop,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,45.6 x 31.3 x 9.6 cm; 1.79 kg,1 Lithium Ion batteries required. (included),A325-42,AMD,Ryzen 7,2 GHz,1,DDR4,32 GB,SSD,Solid State,Speakers,AMD,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,55 Watt Hours,0.5 Grams,2,,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 790 g,B0DMF9ZVBV,"#19,443 in Computers & Accessories (See Top 100 in Computers & Accessories)
#565 in Traditional Laptops",06-Nov-24,Tech Front Chongqing Computer Co Ltd 18 ZONGBAO ROAD SHAPINGBA DISTRICT Chongqing China 401332,"ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",1 Count,laptop,,,,,,"1.0
1 rating
1.0 out of 5 stars",,,DDR4 SDRAM,,,AMD Radeon R7,,,,240 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","28,399",https://www.amazon.in/HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_409?dib=eyJ2IjoiMSJ9.ewnT-IvwlRzi9DS8bP7FtH2R2N4AP0Wi7bTGq7qolo4_JANJ58Kxg3QW2IibxtffCORIFiB1hsu_WpmtqXGA8veOCHLsWgA7ibTnHnj8Drz4K2kzZFz5WMPxMG0hkEDjGRuSLiup-lHMPNs-dCXfiIO58FJLkCOsGFo1iKA8qG3SISYZzNDgUfzX9r2x1hnj46w-I3EYqTxF3x9r9Jg49yMimblDhBaCi25pebs9L8eHUjpLrC_yNudqhFZYuQ30LhKwZYTzAZJ_jbP6p-USxYbpL0uGz1IrCMFSfUCrjYLZ2oAl2TxMPRafpaFVZM0jnIsnFGGaQaOyhWrRoOjRQycATTSJLHC73cLD4fW9Uzo.YoEm7VQoWibP0nEDd1QW3yrrcLCeq5Q2M9l9gycEhBk&dib_tag=se&qid=1737564940&s=computers&sr=1-409&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,245 G9,Silver,Notebook,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,32.4 x 22.5 x 1.9 cm; 1.5 kg,,245 G9,AMD,Ryzen 3 3250U,2.6 GHz,2,DDR4,16 GB,SSD,Solid State,"Headphones, Speakers",AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Pro,,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DJCZB7QS,"#22,076 in Computers & Accessories (See Top 100 in Computers & Accessories)
#627 in Traditional Laptops",02-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,1 Count,BUSINESS LAPTOP,,,,512 GB,,"2.0
2 ratings
2.0 out of 5 stars",,,DDR4 SDRAM,3.5 GHz,Built in Dual Speakers,AMD Radeon Graphics,,,1,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200 RPM,,,,
"HP Pavilion 15, 12th Gen Intel Core i5-1240P, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.74 kg), eg2091TU","69,900",https://www.amazon.in/HP-Pavilion-i5-1240P-Graphics-15-eg2091TU/dp/B0BSL766TD/ref=sr_1_410?dib=eyJ2IjoiMSJ9.ewnT-IvwlRzi9DS8bP7FtH2R2N4AP0Wi7bTGq7qolo4_JANJ58Kxg3QW2IibxtffCORIFiB1hsu_WpmtqXGA8veOCHLsWgA7ibTnHnj8Drz4K2kzZFz5WMPxMG0hkEDjGRuSLiup-lHMPNs-dCXfiIO58FJLkCOsGFo1iKA8qG3SISYZzNDgUfzX9r2x1hnj46w-I3EYqTxF3x9r9Jg49yMimblDhBaCi25pebs9L8eHUjpLrC_yNudqhFZYuQ30LhKwZYTzAZJ_jbP6p-USxYbpL0uGz1IrCMFSfUCrjYLZ2oAl2TxMPRafpaFVZM0jnIsnFGGaQaOyhWrRoOjRQycATTSJLHC73cLD4fW9Uzo.YoEm7VQoWibP0nEDd1QW3yrrcLCeq5Q2M9l9gycEhBk&dib_tag=se&qid=1737564940&s=computers&sr=1-410&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,15-eg2091TU,Natural Silver,Netbook,39.6 Centimetres,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),15-eg2091TU,Intel,Core i5,4.4 GHz,1,DDR4,16 GB,SSD,,"Headphones, Speakers",Intel,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,41 Watt Hours,,3,,"Laptop, Power Adapter, User Manual",China,1 kg 750 g,B0BSL766TD,"#36,355 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,040 in Traditional Laptops",18-Jan-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,Laptop,18 Millimeters,23.4 Centimeters,36 x 23.4 x 1.8 cm; 1.75 kg,512 GB,,"4.3
48 ratings
4.3 out of 5 stars",36 x 23.4 x 1.8 Centimeters,16 GB,,,"Audio by B&O, Dual speakers",Intel Iris Xe Graphics,16 GB,,2,37.2 Volts,30 Minutes,720 Pixels,,,1,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
