title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Resolution,tech_Memory Clock Speed,tech_Audio Details,tech_Speaker Description,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Package Dimensions,tech_Average Battery Standby Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of Lithium Metal Cells,tech_Lithium Battery Weight,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Number of Ethernet Ports,tech_Number of Audio-out Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type
"HP Laptop 240 G9 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","33,999",https://www.amazon.in/HP-Laptop-240-Intel-1215U/dp/B07BRND2FT/ref=sr_1_244?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-244&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,240,Silver,,,,14 Inches,1366 x 768 pixels,,,240,Intel,Core i3-1215U,4.4 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,1,1,,,Windows 11 Pro,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",China,1 kg 500 g,B07BRND2FT,"3.7
8 ratings
3.7 out of 5 stars","#8,627 in Computers & Accessories (See Top 100 in Computers & Accessories)
#283 in Traditional Laptops",02-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,,1 Count,BUSINESS LAPTOP,1366 x 768 Pixels,4.4 GHz,"Headphones, Speakers",Stereo speakers,2,,,,32.3 x 22.1 x 1.8 cm; 1.5 kg,,7200 RPM,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)","13,728",https://www.amazon.in/Renewed-Lenovo-ThinkPad-Business-Graphics/dp/B09TNQNKZF/ref=sr_1_245?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-245&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo Thinkpad-cr,black,Laptop,0.82 Inches,9.15 Inches,14 Inches,1366x768,33.88 x 23.24 x 2.08 cm; 1.8 kg,1 Lithium Ion batteries required. (included),Lenovo Thinkpad-cr,Intel,Intel Core i5,1.9 GHz,1,8 GB,DDR3L,DDR3 SDRAM,8 GB,256 GB,SSD,Serial ATA-300,Intel HD Graphics 4400,Intel,Integrated,DDR3 SDRAM,3 GB,Integrated,Wi-Fi,Bluetooth,2,,,,Windows 10 Pro,1.5 Hours,Yes,60 Watt Hours,6,"Laptop,Battery,Power Cord",India,1 kg 800 g,B09TNQNKZF,"3.3
50 ratings
3.3 out of 5 stars","#6,043 in Computers & Accessories (See Top 100 in Computers & Accessories)
#7 in Celebrate Ganesha Chaturthi with Renewed
#27 in Valentine's Day (Amazon Renewed)
#195 in Traditional Laptops",01-Mar-22,,,33.9 x 23.2 x 2.1 Centimeters,1.00 count,Business Laptop,HD (1366 x 768) Pixels,,Headphones,Integrated high quality speakers,1,No Optical Device,Battery Powered,Windows,,,5400 RPM,,50 Grams,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Elitebook Laptop 840G5 Intel Core i5 - 8350u Processor 8th Gen, 16 GB Ram & 512 GB SSD,","26,820",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-840G5/dp/B0BFRM4MK3/ref=sr_1_246?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-246&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,Elitebook,Sliver,Laptop,,,14.1 Inches,1366x768,,1 A batteries required. (included),840G5-i5-16-512-cr,Intel,Core i5 8250U,1.7 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,,,Intel,Integrated,DDR SDRAM,,Integrated,Wi-Fi,,2,,,,Windows 10 Pro,,Yes,1 Watt Hours,,"Laptop, Charger",India,1 kg 540 g,B0BFRM4MK3,"3.6
114 ratings
3.6 out of 5 stars","#10,586 in Computers & Accessories (See Top 100 in Computers & Accessories)
#38 in Renewed Black Friday and Cyber Monday Sale
#340 in Traditional Laptops",19-Sep-22,,,,1.00 count,laptop,1920 x 1080 Pixels,,Headphones,,,No Optical Drive,Battery Powered,Windows,48.29 x 31.1 x 6.4 cm; 1.54 kg,,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Modern 15, Intel 12th Gen. i3-1215U, 38CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Iris Xe Graphics/Classic Black/1.7Kg), B12MO-1008IN","30,890",https://www.amazon.in/MSI-i3-1215U-Windows-Graphics-B12MO-1008IN/dp/B0D9LTHCQ9/ref=sr_1_247?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-247&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,MSI,MSI,Modern 15,Classic Black,Laptop,7.9 Centimeters,30.4 Centimeters,38 Centimetres,1920 x 1080 pixel,46.8 x 30.4 x 7.9 cm; 1.7 kg,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i3,1.2 GHz,1,8 GB,DDR4,,16 GB,512 GB,SSD,,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,2,,,,Windows 11 Home,,Yes,39.3 Watt Hours,3,"User Guide, Laptop, Power Adapter",China,1 kg 700 g,B0D9LTHCQ9,"2.9
7 ratings
2.9 out of 5 stars","#5,719 in Computers & Accessories (See Top 100 in Computers & Accessories)
#183 in Traditional Laptops",17-Jul-24,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Any one of the below: 1.Acro Engineering Company C-87 DDA Sheds, Okhla Industrial Area, Phase-1, New Delhi 110020, India 2.Redington (India) Limited “Redington House” Centre Point, Plot Nos. 8 & 11 (SP) Thiru. Vi. Ka, Industrial Estate, Chennai 600032, India 3.Ingram Micro India Private Limited 5th Floor, Empire Plaza, Building A, LBS Marg, Vikhroli West, Mumbai 400083, India 4.World Peace International (India) Private Limited Building No. 26, 2nd Floor, Okhla Phase III, New Delhi 110020, India.",46.8 x 30.4 x 7.9 Centimeters,1 Count,Laptop,,3200 MHz,"Headphones, Speakers",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS","37,990",https://www.amazon.in/ASUS-Vivobook-i3-1315U-Integrated-X1504VA-NJ320WS/dp/B0CYTD8DVF/ref=sr_1_248?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-248&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,ASUS,ASUS,ASUS Vivobook 15,Silver,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Polymer batteries required. (included),X1504VA-NJ320WS,Intel,Core i3,1.2 GHz,6,8,DDR4,,8 GB,512 GB,,,,Intel,Integrated,Shared,,PCI Express,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",3,1,19 Volts,,Windows 11 Home,,Yes,,3,"Laptop, Adapter & User Manual",China,1 kg 700 g,B0CYTD8DVF,"4.2
79 ratings
4.2 out of 5 stars","#16,100 in Computers & Accessories (See Top 100 in Computers & Accessories)
#479 in Traditional Laptops",22-Mar-24,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,Laptop,1920 x 1080 Pixels,3200 MHz,"Headphones, Speakers",,1,No Optical Storage,,,48.79 x 31.4 x 6.4 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Silver/1.7 kg), X1504VA-NJ522WS","45,989",https://www.amazon.in/ASUS-Vivobook-i5-1335U-Backlit-X1504VA-NJ522WS/dp/B0C1GJ1S4D/ref=sr_1_249?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-249&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,ASUS,ASUS,Vivobook 15 (2023),Cool Silver,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),X1504VA-NJ522WS,Intel,Core i5,4.6 GHz,10,8 GB,DDR4,SODIMM,12 GB,512 GB,SSD,PCIE x 4,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",3,1,19 Volts,45 Watts,Windows 11 Home,6 Hours,Yes,42 Watt Hours,3,"Laptop, User Manual, 45W AC Adapter",,1 kg 700 g,B0C1GJ1S4D,"5.0
2 ratings
5.0 out of 5 stars","#7,764 in Computers & Accessories (See Top 100 in Computers & Accessories)
#244 in Traditional Laptops",03-Apr-23,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme Chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,Laptop,1920 x 1080 Pixels,3200 MHz,"Headphones, Speakers","SonicMaster, Built-in speaker, Built-in array microphone",1,No,Battery Powered,PC,48.4 x 28.8 x 6.7 cm; 1.7 kg,6 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1 Year Warranty + 1 Year ADP/Cloud Grey/1.6Kg), 82R400EFIN","42,990",https://www.amazon.in/Lenovo-IdeaPad-Windows-Warranty-82R400EFIN/dp/B0CYPX4D1T/ref=sr_1_250?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-250&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,IdeaPad 1 15ALC7,Cloud Grey,Ultra-Portable,,,15.6 Inches,,,1 Lithium Polymer batteries required. (included),82R400EFIN,AMD,Ryzen 7,1.8 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,PCIE x 4,Integrated AMD Radeon Graphics,AMD,Integrated,Shared,16 GB,Integrated,"Bluetooth, Wi-Fi",Bluetooth,2,,,,Windows 11 Home,8 Hours,Yes,42 Watt Hours,3,"Laptop, User Manual, Power Adapter",,1 kg 610 g,B0CYPX4D1T,,"#12,501 in Computers & Accessories (See Top 100 in Computers & Accessories)
#383 in Traditional Laptops",21-Mar-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,1920 x 1080 Pixels,,"Headphones, Speakers","Stereo speakers, 1.5W x2, Dolby Audio",1,No Optical Drive,,,53.29 x 33.29 x 7.7 cm; 1.61 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 240 G8 (2024), Intel Core i5 11th Gen 1135G7 - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Black/1.47 kg/MS Office 2021","43,100",https://www.amazon.in/HP-Laptop-240-Intel-1135G7/dp/B0DJCQPNZ8/ref=sr_1_241?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-241&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,240,Black,,,,14 Inches,1366 x 768 pixels,,,240,Intel,Intel Core i5-1135G7,4.2 GHz,4,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Solid State,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,1,1,,,Windows 11 Pro,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DJCQPNZ8,"2.5
3 ratings
2.5 out of 5 stars","#5,720 in Computers & Accessories (See Top 100 in Computers & Accessories)
#184 in Traditional Laptops",02-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,,1 Count,BUSINESS LAPTOP,1366 x 768 Pixels,4.2 GHz,"Headphones, Speakers",Stereo speakers,2,,,,46 x 31.3 x 6.7 cm; 1.5 kg,,7200 RPM,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 15.6 Inch (39.65cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK017PIN","34,275",https://www.amazon.in/Lenovo-IdeaPad-i3-1215U-39-65cm-82RK017PIN/dp/B0DF7N6F5R/ref=sr_1_242?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-242&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,IdeaPad,i3-12th Gen | 8GB,Thin & Light,,,15,1920 x 1080 pixel,,1 P76 batteries required. (included),15IAU7,Intel,Core i3,1.2,6,8 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,,Solid State,Intel UHD Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",Bluetooth,2,1,,,Windows 11,,Yes,45 Watt Hours,3,Laptop,,1 kg 630 g,B0DF7N6F5R,"4.0
239 ratings
4.0 out of 5 stars","#5,526 in Computers & Accessories (See Top 100 in Computers & Accessories)
#174 in Traditional Laptops",26-Aug-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,,,"Headphones, Speakers","Stereo speakers, 1.5W x2, Dolby Audio",1,No Optical Drive,,,53.29 x 33.2 x 7.9 cm; 1.63 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Chromebook X360 Intel Celeron N4120 14 inch(35.6 cm) Micro-Edge, Touchscreen, 2-in-1 Laptop (4GB RAM/64GB eMMC/Chrome OS/Intel UHD Graphics,1.49Kg), 14a-ca0506TU","26,800",https://www.amazon.in/HP-Chromebook-Micro-Edge-Touchscreen-14a-ca0506TU/dp/B09QQPGDBG/ref=sr_1_243?dib=eyJ2IjoiMSJ9.8xCJ7kwOj0JyW8GOkXpdKZtCd0vx5EZIMBVjlp1WK2w7IdfR8IpGfZ6MvcqQ8d7tHFnG4iMt0tKueEOHj_mQUuGEWB2hbGX0UxUyWqykQpzIWX1HiPqU_qon_ZsbEPl-jWq2jV5GxRgxJ8lwyLy0QawpDQLFaHEAB9fdJhWtLeyiCJNJZFKleRL4IyqeC8MFKDexrV9i1MHxoAD7zhKDeNYhlSve1sv9W4vCiQFH0q1kjSem20HE9Lgnq02nNi0y7YopI0-ijUHrx9pQZaIHVXmlicIzs5zQmdu4-BOciMf_qwz6bJrGxjliuCLTE22qEm7NvsM5M3XcV-r4Q5Q3PP_sHcCZHcgMtv1sipiThwA.hMwEc0ifq8OweXsiSgWdYafNQHLN_s2nLpp68kGwSrQ&dib_tag=se&qid=1737555360&s=computers&sr=1-243&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,Chromebook,Silver,Convertible,18 Millimeters,22 Centimeters,14 Inches,,32.6 x 22 x 1.8 cm; 1.49 kg,1 Lithium Ion batteries required. (included),14a-ca0506TU,Intel,Celeron N4020,1.1 GHz,1,4 GB,LPDDR4,,,64 GB,SSD,Solid State,Intel UHD Graphics,Intel,Integrated,,4 GB,Integrated,"Bluetooth, Wi-Fi","802.11a/b/g/n/ac, Bluetooth",2,,,,Chrome OS,,Yes,47 Watt Hours,2,"Chromebook, Battery, AC Adapter, User Guide, Manuals",China,1 kg 490 g,B09QQPGDBG,"3.8
192 ratings
3.8 out of 5 stars","#8,997 in Computers & Accessories (See Top 100 in Computers & Accessories)
#289 in Traditional Laptops",19-Jan-22,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,32.6 x 22 x 1.8 Centimeters,1 Pack,Chromebook x360,1366 X 768 (HD) Pixels,,"Headphones, Speakers",Dual Speakers,,No Optical Drive,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
