title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Notebook Display Technology,tech_Number of Microphone Ports,tech_Number of Audio-out Ports,tech_Compatible Devices,tech_Cellular technology,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Processor Socket,tech_Audio Features Description,tech_Microphone format,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Theme,tech_Cartoon Character,tech_Number of Pieces,tech_Style,tech_Reusability,tech_Pattern,tech_Finish Type
"(Refurbished) ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 3050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZC-RP587WS","53,991",https://www.amazon.in/Refurbished-ASUS-Vivobook-i5-12500H-K3605ZC-RP587WS/dp/B0DJDR6VJZ/ref=sr_1_1227?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1227&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,ASUS,ASUS,ASUS Vivobook 16X,Cool Silver,Laptop,,,16 Inches,1920 x 1200 pixel,1920x1200 MP,,,K3605ZC-RP587WS,Intel,Intel Core i5,4.5 GHz,12,DDR4,16 GB,SSD,,NVIDIA,Dedicated,GDDR6,,Wi-Fi,Windows 11 Home,,Yes,50 Watt Hours,3,"Laptop, Charging Adapter & User Manual",,1 kg 800 g,B0DJDR6VJZ,"2.5
2 ratings
2.5 out of 5 stars","#80,373 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,542 in Traditional Laptops",02-Oct-24,,,,1 Count,Laptop,,DDR4 SDRAM,512 GB,,NVIDIA GeForce RTX 3050,4 GB,48.79 x 31 x 6.4 cm; 1.8 kg,,,,,240 Volts,,,,,,,,802.11n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo E41-55 Laptop Ryzen 3-3250U|8Gb Ram|1Tb 7200Rpm HDD/Dos|2Cell 30Wh/WiFi Bt/Cam/No Fpr/|14"" Hd Inches|1 Year Onsite Warranty/Iron Grey|82Fj00A0Ih,AMD","29,000",https://www.amazon.in/Lenovo-3-3250U-7200Rpm-Warranty-82Fj00A0Ih/dp/B0BY2JC6YM/ref=sr_1_1228?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1228&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo E41-55,Iron Grey,Netbook,20 Millimeters,25.2 Centimeters,14 Inches,1366 x 768,1366x768 (hd),36.2 x 25.2 x 2 cm; 1.85 kg,1 Lithium Ion batteries required. (included),,AMD,Ryzen 3 3250U,1.1 GHz,1,DDR4,32 GB,HDD,Speakers,AMD,Integrated,Shared,Integrated,Wi-Fi,DOS,,Yes,600 Watt Hours,2,"Laptop, Battery, AC Adapter, User Guide, Manuals",,1 kg 850 g,B0BY2JC6YM,"4.5
2 ratings
4.5 out of 5 stars","#74,556 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,373 in Traditional Laptops",10-Mar-23,Lenovo (India)Pvt Ltd,Lenovo (India)Pvt Ltd,36.2 x 25.2 x 2 Centimeters,1 Pack,Laptop,8 GB,,1 TB,eSATA,,,,,1,2,,,30 Watts,,,,Battery Powered,,7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) HP Pavilion x360 11th Gen Intel Core i5 14 inch(35.6 cm) FHD Multitouch 2-in-1 Laptop(16GB,"53,541",https://www.amazon.in/HP-Pavilion-Multitouch-Graphics-14-dy1048TU/dp/B0B2KB58S4/ref=sr_1_1229?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1229&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,HP,intel,14-dy1048TU,Silver,Convertible,20 Millimeters,20.9 Centimeters,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,32.2 x 20.9 x 2 cm; 1.52 kg,,14-dy1048TU-cr,Intel,Core i5,2.4 GHz,1,DDR4,16 GB,SSD,Headphones,Intel,Integrated,VRAM,,"Bluetooth, Wi-Fi",Windows 11 Home,9 Hours,Yes,43 Watt Hours,3,"HP Laptop,AC power adapter, user manuals, HP Rechargeable MPP2.0 Tilt Pen",,1 kg 520 g,B0B2KB58S4,"1.0
1 rating
1.0 out of 5 stars","#81,176 in Computers & Accessories (See Top 100 in Computers & Accessories)
#85 in 2 in 1 Laptops",27-May-22,,,32.2 x 20.9 x 2 Centimeters,1 Pack,laptop,16 GB,,512 GB,USB,Intel Iris Xe Graphics,,,3200 MHz,,,1,,,,,0.92 MP,Battery Powered,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude Laptop E7480 Intel Core i5 - 7300u Processor 7th Gen, 32 GB Ram & 512 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.37KG) Notebook Computer","29,290",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E7480/dp/B09WRNCY6Z/ref=sr_1_1230?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1230&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Dell,Dell,E7480-cr,,Notebook,2 Centimeters,23.5 Centimeters,14.1 Inches,1600x900,HD (1366 X 768) Pixels,34 x 23.5 x 2 cm; 1.37 kg,,E7480-i5-32-512-cr,Intel,Core i5 Family,2.6 GHz,1,DDR4,32 GB,SSD,,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,Windows 10 Pro,,,,,"Laptop, Charger",India,1 kg 370 g,B09WRNCY6Z,,"#83,020 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,621 in Traditional Laptops",29-Mar-22,,,34 x 23.5 x 2 Centimeters,1.00 count,,32 GB,,512 GB,,intel,,,,,3,,,,No Optical Drive,,,Battery Powered,Windows,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell (Renewed) Latitude Laptop E7480 Intel Core I5-6200U Processor 6Th Gen, 32 Gb Ram & 1Tb Ssd, 14.1 Inches (Ultra Slim & Feather Light 1.37Kg) Notebook Computer - Windows 10 Pro","29,290",https://www.amazon.in/Refurbished-Dell-Latitude-Laptop-E7480/dp/B09KH7JXTT/ref=sr_1_1231?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1231&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Dell,Dell,E7480,,Notebook,2 Centimeters,23.5 Centimeters,14.1 Inches,1600x900,HD (1366 X 768) Pixels,34 x 23.5 x 2 cm; 1.37 kg,,E7480-i5-32-1TB-cr,Intel,Core i5-6260U,2.4 GHz,1,DDR4,32 GB,SSD,,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,Windows 10 Pro,,No,,,"laptop, charger",India,1 kg 370 g,B09KH7JXTT,"5.0
1 rating
5.0 out of 5 stars","#80,554 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,548 in Traditional Laptops",27-Oct-21,,,34 x 23.5 x 2 Centimeters,1.00 count,notebook,32 GB,,1 TB,,intel,,,,2,1,,,,No Optical Drive,,,Battery Powered,Windows,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo Thinkpad X1 Yoga Gen-5 / Intel Core i7-10510U / 16GB RAM / 512GB SSD / 14 inches Full HD Display / Windows 10 Pro / ThinkPad Pen / 3 Year Premier Support Warranty from Mfr,"49,000",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-i7-10510U-ThinkPad/dp/B0CYQ3TX3D/ref=sr_1_1232?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1232&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,ThinkPad X1 Yoga,Black,Convertible,0.6 Inches,12.7 Inches,14 Inches,1920 x 1080 pixel,Full HD (1920 X 1080) Pixels,21.84 x 32.26 x 1.52 cm; 1 g,,20UB003QUS-cr,Intel,,,4,DDR4,,SSD,,Intel,Integrated,,,Wi-Fi,Windows 10 Pro,,,54 Watt Hours,,"Laptop, Charger, User manual & Bagpack",,1 g,B0CYQ3TX3D,"4.7
2 ratings
4.7 out of 5 stars","#82,326 in Computers & Accessories (See Top 100 in Computers & Accessories)
#261 in Renewed Store.
#307 in 4 star rated refurbished products
#2,597 in Traditional Laptops",21-Mar-24,,,21.8 x 32.3 x 1.5 Centimeters,,2 in 1 Laptop,16 GB,DDR3 SDRAM,512 GB,Solid State,Intel UHD Graphics,2 GB,,1.8 GHz,,,,230 Volts,,,,,Battery Powered,Windows,,Bluetooth,1 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM|512 GB SSD|14"" (39.6 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel Graphics)","18,960",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DHKLH6KK/ref=sr_1_1234?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1234&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo ThinkPad,,,,,14 Inches,,1366 x 768 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.3 GHz,1,DDR4,32 GB,SSD,,Intel,Integrated,Shared,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 900 g,B0DHKLH6KK,"3.3
15 ratings
3.3 out of 5 stars","#60,474 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,840 in Traditional Laptops",20-Sep-24,,,,1.00 count,,,,512 GB,,,,45 x 35 x 15 cm; 1.9 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Thinkpad Laptop T480 Intel Core i5 8th Generation - 8350u Processor 8 GB Ram & 500 GB HDD, 14 Inches Notebook Computer","19,150",https://www.amazon.in/Lenovo-Thinkpad-Laptop-Intel-Generation/dp/B0DC6WLMBZ/ref=sr_1_1235?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1235&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo Thinkpad T480certref,Black,Netbook,,,14 Inches,1920 x 1080 pixels,1920 x 1080,,1 Lithium Ion batteries required. (included),T480I58GB,Intel,Intel Core i5,1.7 GHz,1,DDR4,8 GB,HDD,,Intel,Integrated,Shared,Integrated,,Windows,,Yes,2.4 Watt Hours,3,"It Includes 1 laptop Unit, 1 Charger Unit, 1 warranty Card",,1 kg 680 g,B0DC6WLMBZ,,"#83,625 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,638 in Traditional Laptops",05-Aug-24,Renewed Seller,,,1.0 Piece,Business Laptop,,,512 GB,,,,49.53 x 30.48 x 7.26 cm; 1.68 kg,,2,1,1,,,BD-ROM,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light Touchscreen HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)","20,698",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Graphics/dp/B0CTR2WB7V/ref=sr_1_1236?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1236&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo ThinkPad,Black,Laptop,,,14 Inches,1366 x 768,1366 x 768 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.5 GHz,1,DDR4,16 GB,SSD,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Windows,5 Hours,Yes,6 Watt Hours,6,"Laptop, Power Cord, Battery",China,1 kg 610 g,B0CTR2WB7V,"3.9
81 ratings
3.9 out of 5 stars","#55,406 in Computers & Accessories (See Top 100 in Computers & Accessories)
#79 in Top Rated Renewed Products
#99 in Renewed - Regional New Year
#1,658 in Traditional Laptops",01-Feb-24,,,,1.00 count,,,,256 GB,,Intel HD Graphics 620,,48 x 38.9 x 6.4 cm; 1.61 kg,,,,,20 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Hour,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) INFINIX INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop (34.19 cm, Silver, 1.76 kg)","19,998",https://www.amazon.in/Refurbished-INFINIX-INBook-Intel-1005G1/dp/B0CLPJ4JFN/ref=sr_1_1237?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1237&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,INFINIX,INFINIX,XL28,Silver,Laptop,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,,XL28-cr,Intel,Core i3-1005G1,3.4 GHz,2,LPDDR4,8 GB,Solid State Hard Drive,internal,Intel,Integrated,Shared,,Wi-Fi,Windows 11 Home,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 760 g,B0CLPJ4JFN,,"#82,127 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,588 in Traditional Laptops",24-Oct-23,,,,1.00 count,Business Laptop,8 GB,DDR4 SDRAM,256 GB,,Intel UHD Graphics,,49.1 x 31.6 x 6.3 cm; 1.76 kg,3.4 GHz,,,1,,65 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15, 13th Gen Intel Core i5-1335U, 8GB DDR4, 512GB SSD, (Win 11, MSO21, White, 1.6 kg), 15.6-inch (39.6 cm) FHD Laptop UHD Graphics, 1080p FHD Camera w/Privacy Shutter, Backlit KB, fd0022TU","54,300",https://www.amazon.in/HP-i5-1335U-15-6-inch-Graphics-fd0022TU/dp/B0C3MGXYGK/ref=sr_1_1238?dib=eyJ2IjoiMSJ9.XcSGx03naP_mWKPdLOCPOQ4FJ6yiSFr_1xadFL20giA3qmxxYKG_tMWtSuxeKX95Wc9A1FBgcNNnSf_XXyuGVBG7mlMex2cv3NuZ8wROMlbnTdOXWJmL9Ym3q7ZG14luPhY2P3rc5WUn78EMrZOlF2dIrCARlo54ATJUzolXFCZyLyz40t3lO0GFEQOX6E5zT4sjxUWEbp5Lc4zn7NWdOBGhcuo6FqG55NpQ83Z8ysf44Gqmjuykm2KzlyHC1fW_7wOZGzsxTq6is9_ZyGQsttPeV4w_QXHN3GGDdVWTztpP1WJ2W0t6wa0wwL7DkxShnZNMVOG2OYVzIj7Wv_yyu1vxVzhBubI9THoBZqYZEHs.Mrs7iu-uvBkQKk__u8Z-yLHTM7F0fB4wg2UEfSLk7rA&dib_tag=se&qid=1737661998&s=computers&sr=1-1238&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,HP,HP,HP Laptop,Diamond White,Netbook,51.7 Centimeters,7.2 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,51.7 x 7.2 x 51.7 cm; 1.6 kg,1 Lithium Ion batteries required. (included),15-fd0022TU,Intel,Core i5,4.6 GHz,1,DDR4,16 GB,SSD,"Headphones, Speakers",Intel,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,7 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",,1 kg 600 g,B0C3MGXYGK,"3.8
13 ratings
3.8 out of 5 stars","#58,990 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,793 in Traditional Laptops",26-Apr-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",51.7 x 7.2 x 51.7 Centimeters,1 Count,Laptop,8 GB,,512 GB,USB-C,Intel Iris Xe Graphics,8 GB,,3200 GHz,,2,1,240 Volts,,,Audio by B&O and Dual speakers,0.92 MP,,PC,,Bluetooth,,1080 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
